locus_tag	ftype	length_bp	gene	EC_number	COG	product
IMAGBKIO_01262	CDS	615	clpP_1	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
IMAGBKIO_01263	CDS	834				hypothetical protein
IMAGBKIO_01264	CDS	2352	rnr_1	3.1.13.1	COG0557	Ribonuclease R
IMAGBKIO_01265	CDS	630	ubiX	2.5.1.129	COG0163	Flavin prenyltransferase UbiX
IMAGBKIO_01266	CDS	225				hypothetical protein
IMAGBKIO_01267	CDS	666				hypothetical protein
IMAGBKIO_01268	CDS	195				hypothetical protein
IMAGBKIO_01269	CDS	546	aroK	2.7.1.71	COG0703	Shikimate kinase
IMAGBKIO_01270	CDS	894	argB	2.7.2.8	COG0548	Acetylglutamate kinase
IMAGBKIO_01271	CDS	522				hypothetical protein
IMAGBKIO_01272	CDS	861				hypothetical protein
IMAGBKIO_01273	CDS	645	pdxH_1	1.4.3.5	COG0259	Pyridoxine/pyridoxamine 5'-phosphate oxidase
IMAGBKIO_01274	CDS	1089				hypothetical protein
IMAGBKIO_01275	CDS	645				hypothetical protein
IMAGBKIO_01276	CDS	120				hypothetical protein
IMAGBKIO_01277	CDS	480				hypothetical protein
IMAGBKIO_01278	CDS	717				hypothetical protein
IMAGBKIO_01279	CDS	2934	polA	2.7.7.7	COG0258	DNA polymerase I
IMAGBKIO_01280	CDS	972				hypothetical protein
IMAGBKIO_01281	CDS	1494				hypothetical protein
IMAGBKIO_01282	CDS	396				Photosystem II lipoprotein Psb27
IMAGBKIO_01283	CDS	786				hypothetical protein
IMAGBKIO_01284	CDS	792				hypothetical protein
IMAGBKIO_01285	CDS	1842	ftsH3	3.4.24.-		ATP-dependent zinc metalloprotease FtsH 3
IMAGBKIO_01286	CDS	219				hypothetical protein
IMAGBKIO_01287	CDS	948	uvsE	3.-.-.-	COG4294	UV DNA damage endonuclease
IMAGBKIO_01288	CDS	1599	dnaK_1			Chaperone protein DnaK
IMAGBKIO_01289	CDS	402				hypothetical protein
IMAGBKIO_01290	CDS	1800				hypothetical protein
IMAGBKIO_01291	CDS	2631	acnB	4.2.1.3	COG1049	Aconitate hydratase B
IMAGBKIO_01292	CDS	396				hypothetical protein
IMAGBKIO_01293	CDS	1008	trpS	6.1.1.2	COG0180	Tryptophan--tRNA ligase
IMAGBKIO_01294	CDS	951	pip	3.4.11.5		Proline iminopeptidase
IMAGBKIO_01295	CDS	741				hypothetical protein
IMAGBKIO_01296	CDS	2565	glgP_1	2.4.1.1	COG0058	Glycogen phosphorylase
IMAGBKIO_01297	CDS	324				hypothetical protein
IMAGBKIO_01298	CDS	180				hypothetical protein
IMAGBKIO_01299	CDS	216				hypothetical protein
IMAGBKIO_01300	CDS	219				hypothetical protein
IMAGBKIO_01301	CDS	696	dapH_2	2.3.1.89		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
IMAGBKIO_01302	CDS	117	psbI			Photosystem II reaction center protein I
IMAGBKIO_01303	CDS	2598	lptD_1			LPS-assembly protein LptD
IMAGBKIO_01304	CDS	1497	sasA_13	2.7.-.-		Adaptive-response sensory-kinase SasA
IMAGBKIO_01305	CDS	2787				hypothetical protein
IMAGBKIO_01306	CDS	642	cheB_1	3.5.1.44		Protein-glutamate methylesterase/protein-glutamine glutaminase
IMAGBKIO_01307	CDS	903	lipA2	2.8.1.8	COG0320	Lipoyl synthase 2
IMAGBKIO_01308	CDS	135	psaX			Photosystem I 4.8 kDa protein
IMAGBKIO_01309	CDS	867	livH_1		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
IMAGBKIO_01310	CDS	1812	rcsC_19	2.7.13.3		Sensor histidine kinase RcsC
IMAGBKIO_01311	CDS	831	larE	4.4.1.37	COG1606	Pyridinium-3,5-bisthiocarboxylic acid mononucleotide synthase
IMAGBKIO_01312	CDS	417				hypothetical protein
IMAGBKIO_01313	CDS	1152				hypothetical protein
IMAGBKIO_01314	CDS	213				hypothetical protein
IMAGBKIO_01315	CDS	906	pvuIIM	2.1.1.113		Modification methylase PvuII
IMAGBKIO_01316	CDS	441	cynS	4.2.1.104		Cyanate hydratase
IMAGBKIO_01317	CDS	429				hypothetical protein
IMAGBKIO_01318	CDS	333				hypothetical protein
IMAGBKIO_01319	CDS	849				hypothetical protein
IMAGBKIO_01320	CDS	411				hypothetical protein
IMAGBKIO_01321	CDS	1941	ettA		COG0488	Energy-dependent translational throttle protein EttA
IMAGBKIO_01322	CDS	498				hypothetical protein
IMAGBKIO_01323	CDS	1176	purT	2.1.2.-	COG0027	Formate-dependent phosphoribosylglycinamide formyltransferase
IMAGBKIO_01324	CDS	453				hypothetical protein
IMAGBKIO_01325	CDS	660				hypothetical protein
IMAGBKIO_01326	CDS	132				hypothetical protein
IMAGBKIO_01327	CDS	579	rimJ	2.3.1.267	COG1670	[Ribosomal protein S5]-alanine N-acetyltransferase
IMAGBKIO_01328	CDS	1413	nhaS3_2			High-affinity Na(+)/H(+) antiporter NhaS3
IMAGBKIO_01329	CDS	1722	bicA_1		COG0659	Bicarbonate transporter BicA
IMAGBKIO_01330	CDS	273				hypothetical protein
IMAGBKIO_01331	CDS	813				hypothetical protein
IMAGBKIO_01332	CDS	237				hypothetical protein
IMAGBKIO_01333	CDS	1758	rcsC_20	2.7.13.3		Sensor histidine kinase RcsC
IMAGBKIO_01334	CDS	231	nfuA_2			Fe/S biogenesis protein NfuA
IMAGBKIO_01335	CDS	2235				hypothetical protein
IMAGBKIO_01336	CDS	1083	spkB_1	2.7.11.1		Serine/threonine-protein kinase B
IMAGBKIO_01337	CDS	1365	miaB	2.8.4.3	COG0621	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
IMAGBKIO_01338	CDS	1089	leuB	1.1.1.85	COG0473	3-isopropylmalate dehydrogenase
IMAGBKIO_01339	CDS	267				hypothetical protein
IMAGBKIO_01340	CDS	810	outO			Type 4 prepilin-like proteins leader peptide-processing enzyme
IMAGBKIO_01341	CDS	1572				hypothetical protein
IMAGBKIO_01342	CDS	444				hypothetical protein
IMAGBKIO_01343	CDS	3045	valS	6.1.1.9		Valine--tRNA ligase
IMAGBKIO_01344	CDS	960	panE	1.1.1.169	COG1893	2-dehydropantoate 2-reductase
IMAGBKIO_01345	CDS	402			COG2335	Immunogenic protein MPT70
IMAGBKIO_01346	CDS	522	eis_1	2.3.1.-		N-acetyltransferase Eis
IMAGBKIO_01347	CDS	2175				hypothetical protein
IMAGBKIO_01348	CDS	1923	dnaG	2.7.7.-	COG0358	DNA primase
IMAGBKIO_01349	CDS	1353				hypothetical protein
IMAGBKIO_01350	CDS	1119				hypothetical protein
IMAGBKIO_01351	CDS	657				hypothetical protein
IMAGBKIO_01352	CDS	801	salL	2.5.1.94	COG1912	Adenosyl-chloride synthase
IMAGBKIO_01353	CDS	156				hypothetical protein
IMAGBKIO_01354	CDS	1413	cpdA_1	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
IMAGBKIO_01355	CDS	456				hypothetical protein
IMAGBKIO_01356	CDS	2862				hypothetical protein
IMAGBKIO_01357	CDS	651			COG3385	IS4 family transposase ISSysp3
IMAGBKIO_01358	CDS	213				hypothetical protein
IMAGBKIO_01359	CDS	144				hypothetical protein
IMAGBKIO_01360	CDS	795	ydcV			Inner membrane ABC transporter permease protein YdcV
IMAGBKIO_01361	CDS	1788	egtB_1	1.14.99.50		Hercynine oxygenase
IMAGBKIO_01362	CDS	942	tri1_1	3.2.2.19	COG1397	ADP-ribosylarginine hydrolase Tri1
IMAGBKIO_01363	CDS	1272				hypothetical protein
IMAGBKIO_01364	CDS	858				hypothetical protein
IMAGBKIO_01365	CDS	660				hypothetical protein
IMAGBKIO_01366	tRNA	75				tRNA-Arg(tct)
IMAGBKIO_01367	CDS	540				hypothetical protein
IMAGBKIO_01368	CDS	1881				hypothetical protein
IMAGBKIO_01369	CDS	1140	thiE	2.5.1.3		Thiamine-phosphate synthase
IMAGBKIO_01370	CDS	213				hypothetical protein
IMAGBKIO_01371	CDS	1233	mshA_6	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
IMAGBKIO_01372	CDS	978				hypothetical protein
IMAGBKIO_01373	CDS	537				hypothetical protein
IMAGBKIO_01374	CDS	1953	sir_2	1.8.7.1		Sulfite reductase [ferredoxin]
IMAGBKIO_01375	CDS	708	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
IMAGBKIO_01376	CDS	1080				hypothetical protein
IMAGBKIO_01377	CDS	450				hypothetical protein
IMAGBKIO_01378	CDS	636				hypothetical protein
IMAGBKIO_01379	CDS	849	dhaA_2	3.8.1.5		Haloalkane dehalogenase
IMAGBKIO_01380	CDS	1083	thiO	1.4.3.19	COG0665	Glycine oxidase
IMAGBKIO_01381	CDS	468				hypothetical protein
IMAGBKIO_01382	CDS	429				hypothetical protein
IMAGBKIO_01383	CDS	1044	hemF_2	1.3.3.3		Oxygen-dependent coproporphyrinogen-III oxidase
IMAGBKIO_01384	CDS	1056				hypothetical protein
IMAGBKIO_01385	CDS	1059	mnmA	2.8.1.13	COG0482	tRNA-specific 2-thiouridylase MnmA
IMAGBKIO_01386	CDS	750				hypothetical protein
IMAGBKIO_01387	CDS	1554			COG0369	Bifunctional cytochrome P450/NADPH--P450 reductase
IMAGBKIO_01388	CDS	858				hypothetical protein
IMAGBKIO_01389	CDS	783	prsA_1	5.2.1.8		Foldase protein PrsA
IMAGBKIO_01390	CDS	1062				hypothetical protein
IMAGBKIO_01391	CDS	375				hypothetical protein
IMAGBKIO_01392	CDS	555	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
IMAGBKIO_01393	CDS	636	hisH	4.3.2.10	COG0118	Imidazole glycerol phosphate synthase subunit HisH
IMAGBKIO_01394	CDS	513	pcp	3.4.19.3		Pyrrolidone-carboxylate peptidase
IMAGBKIO_01395	CDS	1365				hypothetical protein
IMAGBKIO_01396	CDS	720	ppgK	2.7.1.63	COG1940	Polyphosphate glucokinase
IMAGBKIO_01397	CDS	837				hypothetical protein
IMAGBKIO_01398	CDS	789	crnA	3.5.2.10		Creatinine amidohydrolase
IMAGBKIO_01399	CDS	504				hypothetical protein
IMAGBKIO_01400	CDS	1206				hypothetical protein
IMAGBKIO_01401	CDS	1131				hypothetical protein
IMAGBKIO_01402	CDS	2340				hypothetical protein
IMAGBKIO_01403	CDS	771				hypothetical protein
IMAGBKIO_01404	CDS	579				hypothetical protein
IMAGBKIO_01405	CDS	1989	prcA	3.4.21.-	COG1404	Calcium-dependent protease
IMAGBKIO_01406	CDS	1011	fbpA		COG1840	Iron-utilization periplasmic protein
IMAGBKIO_01407	CDS	1635				hypothetical protein
IMAGBKIO_01408	CDS	1086	potA_1	7.6.2.11		Spermidine/putrescine import ATP-binding protein PotA
IMAGBKIO_01409	CDS	741				hypothetical protein
IMAGBKIO_01410	CDS	3006				hypothetical protein
IMAGBKIO_01411	CDS	525				hypothetical protein
IMAGBKIO_01412	CDS	90				hypothetical protein
IMAGBKIO_01413	CDS	1296	rcsC_21	2.7.13.3		Sensor histidine kinase RcsC
IMAGBKIO_01414	CDS	2436	rcsC_22	2.7.13.3		Sensor histidine kinase RcsC
IMAGBKIO_01415	CDS	2769				hypothetical protein
IMAGBKIO_01416	CDS	375				hypothetical protein
IMAGBKIO_01417	CDS	873				hypothetical protein
IMAGBKIO_01418	CDS	165				hypothetical protein
IMAGBKIO_01419	CDS	261				hypothetical protein
IMAGBKIO_01420	CDS	423				hypothetical protein
IMAGBKIO_01421	CDS	1476	gatB	6.3.5.-	COG0064	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
IMAGBKIO_01422	CDS	3843				hypothetical protein
IMAGBKIO_01423	CDS	2535				hypothetical protein
IMAGBKIO_01424	CDS	243				hypothetical protein
IMAGBKIO_01425	CDS	243				hypothetical protein
IMAGBKIO_01426	CDS	582				hypothetical protein
IMAGBKIO_01427	CDS	1749	cya_1		COG2931	Bifunctional hemolysin/adenylate cyclase
IMAGBKIO_01428	CDS	753	cysE_1	2.3.1.30	COG1045	Serine acetyltransferase
IMAGBKIO_01429	CDS	240				hypothetical protein
IMAGBKIO_01430	CDS	204				hypothetical protein
IMAGBKIO_01431	CDS	1134	frbC_1	2.3.3.19		2-phosphonomethylmalate synthase
IMAGBKIO_01432	CDS	288				hypothetical protein
IMAGBKIO_01433	CDS	204				hypothetical protein
IMAGBKIO_01434	CDS	567				hypothetical protein
IMAGBKIO_01435	CDS	372				hypothetical protein
IMAGBKIO_01436	CDS	264				hypothetical protein
IMAGBKIO_01437	CDS	1611				hypothetical protein
IMAGBKIO_01438	CDS	1278	ahcY	3.3.1.1	COG0499	Adenosylhomocysteinase
IMAGBKIO_01439	CDS	732				hypothetical protein
IMAGBKIO_01440	CDS	609	leuD1	4.2.1.33	COG0066	3-isopropylmalate dehydratase small subunit 1
IMAGBKIO_01441	CDS	1404	leuC	4.2.1.33	COG0065	3-isopropylmalate dehydratase large subunit
IMAGBKIO_01442	CDS	810	hcaB_2	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
IMAGBKIO_01443	CDS	975	prmA_1	2.1.1.-	COG2264	Ribosomal protein L11 methyltransferase
IMAGBKIO_01444	CDS	771				hypothetical protein
IMAGBKIO_01445	CDS	213				hypothetical protein
IMAGBKIO_01446	CDS	486				hypothetical protein
IMAGBKIO_01447	CDS	462	hybD	3.4.23.-	COG0680	Hydrogenase 2 maturation protease
IMAGBKIO_01448	CDS	375				hypothetical protein
IMAGBKIO_01449	CDS	1287				hypothetical protein
IMAGBKIO_01450	CDS	528				hypothetical protein
IMAGBKIO_01451	CDS	594				hypothetical protein
IMAGBKIO_01452	CDS	210	mopII			Molybdenum-pterin-binding protein 2
IMAGBKIO_01453	CDS	312				hypothetical protein
IMAGBKIO_01454	CDS	300	fdxH		COG0633	Ferredoxin, heterocyst
IMAGBKIO_01455	CDS	372	hesB1		COG0316	Protein HesB, heterocyst
IMAGBKIO_01456	CDS	804	hesA1		COG0476	Protein HesA, heterocyst
IMAGBKIO_01457	CDS	318	nifW2			Nitrogenase-stabilizing/protective protein NifW 2
IMAGBKIO_01458	CDS	216				hypothetical protein
IMAGBKIO_01459	CDS	477				hypothetical protein
IMAGBKIO_01460	CDS	414				hypothetical protein
IMAGBKIO_01461	CDS	1335	nifK_1	1.18.6.1		Nitrogenase molybdenum-iron protein beta chain
IMAGBKIO_01462	CDS	1443	nifD_1	1.18.6.1	COG2710	Nitrogenase molybdenum-iron protein alpha chain
IMAGBKIO_01463	CDS	327				hypothetical protein
IMAGBKIO_01464	CDS	1539	nifK_2	1.18.6.1	COG2710	Nitrogenase molybdenum-iron protein beta chain
IMAGBKIO_01465	CDS	1419				hypothetical protein
IMAGBKIO_01466	CDS	1023				hypothetical protein
IMAGBKIO_01467	CDS	561				hypothetical protein
IMAGBKIO_01468	CDS	318				hypothetical protein
IMAGBKIO_01469	CDS	171				hypothetical protein
IMAGBKIO_01470	CDS	831				hypothetical protein
IMAGBKIO_01471	CDS	1155				hypothetical protein
IMAGBKIO_01472	CDS	579				hypothetical protein
IMAGBKIO_01473	CDS	1380		1.14.-.-		Putative cytochrome P450 137
IMAGBKIO_01474	CDS	117				hypothetical protein
IMAGBKIO_01475	CDS	282				hypothetical protein
IMAGBKIO_01476	CDS	204				hypothetical protein
IMAGBKIO_01477	CDS	231				hypothetical protein
IMAGBKIO_01478	CDS	1443	nifD_2	1.18.6.1	COG2710	Nitrogenase molybdenum-iron protein alpha chain
IMAGBKIO_01479	CDS	888	nifH1	1.18.6.1	COG1348	Nitrogenase iron protein 1
IMAGBKIO_01480	CDS	903	nfuA_3			Fe/S biogenesis protein NfuA
IMAGBKIO_01481	CDS	1203	nifS	2.8.1.7	COG1104	Cysteine desulfurase NifS
IMAGBKIO_01482	CDS	1545				hypothetical protein
IMAGBKIO_01483	CDS	582				hypothetical protein
IMAGBKIO_01484	CDS	414				hypothetical protein
IMAGBKIO_01485	CDS	336				hypothetical protein
IMAGBKIO_01486	CDS	225				hypothetical protein
IMAGBKIO_01487	CDS	129				hypothetical protein
IMAGBKIO_01488	CDS	1815				hypothetical protein
IMAGBKIO_01489	CDS	906				hypothetical protein
IMAGBKIO_01490	CDS	1986				hypothetical protein
IMAGBKIO_01491	CDS	1350	ycf3_3			Photosystem I assembly protein Ycf3
	repeat_region	255				
IMAGBKIO_01492	CDS	744				hypothetical protein
IMAGBKIO_01493	CDS	2007	cas1_1	3.1.-.-		CRISPR-associated endonuclease Cas1
	repeat_region	1053				
IMAGBKIO_01494	CDS	822				hypothetical protein
IMAGBKIO_01495	CDS	717				hypothetical protein
IMAGBKIO_01496	CDS	1056				hypothetical protein
IMAGBKIO_01497	CDS	528				hypothetical protein
IMAGBKIO_01498	CDS	1014				hypothetical protein
IMAGBKIO_01499	CDS	927				hypothetical protein
IMAGBKIO_01500	CDS	456				hypothetical protein
IMAGBKIO_01501	CDS	1305				hypothetical protein
IMAGBKIO_01502	CDS	759				hypothetical protein
IMAGBKIO_01503	CDS	2367				hypothetical protein
IMAGBKIO_01504	CDS	327				hypothetical protein
IMAGBKIO_01505	CDS	1134				hypothetical protein
IMAGBKIO_01506	CDS	2427	xpkA_1	4.1.2.9		Xylulose-5-phosphate phosphoketolase
IMAGBKIO_01507	CDS	450				hypothetical protein
IMAGBKIO_01508	CDS	183				hypothetical protein
IMAGBKIO_01509	CDS	312				hypothetical protein
IMAGBKIO_01510	CDS	945	cbpA_1		COG2214	Curved DNA-binding protein
IMAGBKIO_01511	CDS	858				hypothetical protein
IMAGBKIO_01512	CDS	339				hypothetical protein
IMAGBKIO_01513	CDS	1953	ybhF		COG1131	putative multidrug ABC transporter ATP-binding protein YbhF
IMAGBKIO_01514	CDS	1107	ybhS		COG0842	putative multidrug ABC transporter permease YbhS
IMAGBKIO_01515	CDS	1458				hypothetical protein
IMAGBKIO_01516	CDS	318				hypothetical protein
IMAGBKIO_01517	CDS	249				hypothetical protein
IMAGBKIO_01518	CDS	201				hypothetical protein
IMAGBKIO_01519	CDS	390	vapC_1	3.1.-.-	COG1487	tRNA(fMet)-specific endonuclease VapC
IMAGBKIO_01520	CDS	210				hypothetical protein
IMAGBKIO_01521	CDS	870				hypothetical protein
IMAGBKIO_01522	CDS	573				hypothetical protein
IMAGBKIO_01523	CDS	1128	ybhR		COG0842	putative multidrug ABC transporter permease YbhR
IMAGBKIO_01524	CDS	1296				hypothetical protein
IMAGBKIO_01525	CDS	303				hypothetical protein
IMAGBKIO_01526	CDS	540				hypothetical protein
IMAGBKIO_01527	CDS	426				hypothetical protein
IMAGBKIO_01528	CDS	1515	mdtA_3			Multidrug resistance protein MdtA
IMAGBKIO_01529	CDS	1296	macB_4	3.6.3.-	COG0577	Macrolide export ATP-binding/permease protein MacB
IMAGBKIO_01530	CDS	693	yknY_3	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
IMAGBKIO_01531	CDS	495	glpE_2	2.8.1.1		Thiosulfate sulfurtransferase GlpE
IMAGBKIO_01532	CDS	999			COG0701	Putative two-component membrane permease complex subunit SMU_747c
IMAGBKIO_01533	CDS	243				hypothetical protein
IMAGBKIO_01534	CDS	663				hypothetical protein
IMAGBKIO_01535	CDS	537	petC_2	7.1.1.6	COG0723	Cytochrome b6-f complex iron-sulfur subunit
IMAGBKIO_01536	CDS	213				hypothetical protein
IMAGBKIO_01537	CDS	486				hypothetical protein
IMAGBKIO_01538	CDS	612				hypothetical protein
IMAGBKIO_01539	CDS	324				hypothetical protein
IMAGBKIO_01540	CDS	1428	nifB	4.-.-.-	COG0535	FeMo cofactor biosynthesis protein NifB
IMAGBKIO_01541	CDS	189				hypothetical protein
IMAGBKIO_01542	CDS	1368	steT		COG0531	Serine/threonine exchanger SteT
IMAGBKIO_01543	CDS	660				hypothetical protein
IMAGBKIO_01544	CDS	1407				hypothetical protein
IMAGBKIO_01545	CDS	774	panB	2.1.2.11	COG0413	3-methyl-2-oxobutanoate hydroxymethyltransferase
IMAGBKIO_01546	CDS	1161				hypothetical protein
IMAGBKIO_01547	CDS	1431	cbbL	4.1.1.39	COG1850	Ribulose bisphosphate carboxylase large chain
IMAGBKIO_01548	CDS	399				hypothetical protein
IMAGBKIO_01549	CDS	330	cbbS	4.1.1.39	COG4451	Ribulose bisphosphate carboxylase small chain
IMAGBKIO_01550	CDS	1728				hypothetical protein
IMAGBKIO_01551	CDS	825	yokD	2.3.1.-	COG2746	SPbeta prophage-derived aminoglycoside N(3')-acetyltransferase-like protein YokD
IMAGBKIO_01552	CDS	621				hypothetical protein
IMAGBKIO_01553	CDS	360				hypothetical protein
IMAGBKIO_01554	CDS	1188				IS200/IS605 family transposase ISTel3
IMAGBKIO_01555	CDS	231				hypothetical protein
IMAGBKIO_01556	CDS	144				hypothetical protein
IMAGBKIO_01557	CDS	210				hypothetical protein
IMAGBKIO_01558	CDS	1245				hypothetical protein
IMAGBKIO_01559	CDS	435				hypothetical protein
IMAGBKIO_01560	CDS	720				hypothetical protein
IMAGBKIO_01561	CDS	432				hypothetical protein
IMAGBKIO_01562	CDS	726				hypothetical protein
IMAGBKIO_01563	CDS	1188	eis_2	2.3.1.-	COG4552	N-acetyltransferase Eis
IMAGBKIO_01564	CDS	918	yhbE		COG0697	putative inner membrane transporter YhbE
IMAGBKIO_01565	CDS	468				hypothetical protein
IMAGBKIO_01566	CDS	387				hypothetical protein
IMAGBKIO_01567	CDS	756	PGdx	1.11.1.15	COG0678	Hybrid peroxiredoxin hyPrx5
IMAGBKIO_01568	CDS	372				hypothetical protein
IMAGBKIO_01569	CDS	882	truB	5.4.99.25	COG0130	tRNA pseudouridine synthase B
IMAGBKIO_01570	CDS	369				hypothetical protein
IMAGBKIO_01571	CDS	384				hypothetical protein
IMAGBKIO_01572	CDS	108				hypothetical protein
IMAGBKIO_01573	CDS	513				hypothetical protein
IMAGBKIO_01574	CDS	675	ecfA2_1	3.6.3.-	COG1122	Energy-coupling factor transporter ATP-binding protein EcfA2
IMAGBKIO_01575	CDS	939				hypothetical protein
IMAGBKIO_01576	CDS	159				hypothetical protein
IMAGBKIO_01577	CDS	2256	relA	2.7.6.5	COG0317	GTP pyrophosphokinase
IMAGBKIO_01578	CDS	360				hypothetical protein
IMAGBKIO_01579	CDS	1815	sasA_14	2.7.-.-		Adaptive-response sensory-kinase SasA
IMAGBKIO_01580	CDS	1653	gsiA_1	7.4.2.10	COG1123	Glutathione import ATP-binding protein GsiA
IMAGBKIO_01581	CDS	1320		1.6.99.-	COG1252	NADH dehydrogenase-like protein
IMAGBKIO_01582	CDS	1818		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
IMAGBKIO_01583	tRNA	85				tRNA-Tyr(gta)
IMAGBKIO_01584	tRNA	72				tRNA-Thr(ggt)
IMAGBKIO_01585	tRNA	72				tRNA-Gly(ccc)
IMAGBKIO_01586	CDS	876				hypothetical protein
IMAGBKIO_01587	CDS	1119				hypothetical protein
IMAGBKIO_01588	CDS	861				hypothetical protein
IMAGBKIO_01589	CDS	207				hypothetical protein
IMAGBKIO_01590	CDS	252				hypothetical protein
IMAGBKIO_01591	CDS	360				hypothetical protein
IMAGBKIO_01592	CDS	2694				hypothetical protein
IMAGBKIO_01593	CDS	1035				hypothetical protein
IMAGBKIO_01594	CDS	759				hypothetical protein
IMAGBKIO_01595	CDS	2286				hypothetical protein
IMAGBKIO_01596	CDS	618				hypothetical protein
IMAGBKIO_01597	CDS	873				hypothetical protein
IMAGBKIO_01598	CDS	591				hypothetical protein
IMAGBKIO_01599	CDS	1002	cas1_2	3.1.-.-	COG1518	CRISPR-associated endonuclease Cas1
IMAGBKIO_01600	CDS	894				IS982 family transposase ISNsp1
IMAGBKIO_01601	CDS	189	cas2	3.1.-.-		CRISPR-associated endoribonuclease Cas2
	repeat_region	911				
IMAGBKIO_01602	CDS	585				hypothetical protein
IMAGBKIO_01603	CDS	738				hypothetical protein
IMAGBKIO_01604	CDS	3144				hypothetical protein
IMAGBKIO_01605	CDS	1860	fdhL	1.1.99.11		Fructose dehydrogenase large subunit
IMAGBKIO_01606	CDS	1101				hypothetical protein
IMAGBKIO_01607	CDS	477				hypothetical protein
IMAGBKIO_01608	CDS	669				hypothetical protein
IMAGBKIO_01609	CDS	1116	iolE	4.2.1.44		Inosose dehydratase
IMAGBKIO_01610	CDS	390				hypothetical protein
IMAGBKIO_01611	CDS	390				hypothetical protein
IMAGBKIO_01612	CDS	1005				hypothetical protein
IMAGBKIO_01613	CDS	1953				hypothetical protein
IMAGBKIO_01614	CDS	1410	dyp2	1.11.1.16		Multifunctional dye peroxidase DyP2
IMAGBKIO_01615	CDS	2487	cga	3.2.1.3		Glucoamylase
IMAGBKIO_01616	CDS	2055				hypothetical protein
IMAGBKIO_01617	CDS	906	hslO			33 kDa chaperonin
IMAGBKIO_01618	CDS	387				hypothetical protein
IMAGBKIO_01619	CDS	426	teaD_1		COG0589	TRAP-T-associated universal stress protein TeaD
IMAGBKIO_01620	CDS	1302	hisD_1	1.1.1.23		Histidinol dehydrogenase
IMAGBKIO_01621	CDS	294	rpsT		COG0268	30S ribosomal protein S20
IMAGBKIO_01622	CDS	786	dtd3	3.1.1.96		D-aminoacyl-tRNA deacylase
IMAGBKIO_01623	CDS	3411	rpoB	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
IMAGBKIO_01624	CDS	1878	rpoC	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
IMAGBKIO_01625	CDS	4068	rpoC2	2.7.7.6		DNA-directed RNA polymerase subunit beta'
IMAGBKIO_01626	CDS	1080	desA_1	1.14.19.6		Delta(12)-fatty-acid desaturase
IMAGBKIO_01627	CDS	1053	desA_2	1.14.19.6		Delta(12)-fatty-acid desaturase
IMAGBKIO_01628	CDS	819				hypothetical protein
IMAGBKIO_01629	CDS	1230	metZ	2.5.1.-		O-succinylhomoserine sulfhydrylase
IMAGBKIO_01630	CDS	1194				hypothetical protein
IMAGBKIO_01631	CDS	723	pgl	3.1.1.31	COG0363	6-phosphogluconolactonase
IMAGBKIO_01632	CDS	870				hypothetical protein
IMAGBKIO_01633	CDS	744				hypothetical protein
